stemming,genre
kendara mobil rhoma rhoma irama saksi keliling mobil aksi rhoma memberitahu polisi radio langsung hadap merpati polisi tangkap akibat dedi dessy linasarianak rhoma culik tebus rhoma lapor polisi khawatir selamat anak bawa uang tebus mudah anggap bank rhoma paksa bank peristiwa kaget masyarakat koran sebut rhoma biang keladi rangkul bank rhoma marah polisi tumpas kawan,Laga
sosok nenek misterius gempar massa nenek nenek gayung bawa gayung tikar pandan mandi korban temu,Komedi
pria sederhana milik cinta terima kartu pos misterius dunia bawa gadis temu kereta,Komedi
siti sekar sari perempuan 24 nasib mertua darmi titi dibyo anak wayang bagas bintang timur widodo suami bagus ibnu widodo rumah tangga siti rumah tangga miskin tinggal pinggir pantai parangtritis bagus profesi nelayan miskin beli perahu mewah nasib sial timpa perahu milik bagus alami celaka lenyap perahu bagus lumpuh bagus lunas utang akibat celaka siti darmi alih profesi jual peyek jingking wisatawan pantai parangtritis malam siti pandu karaoke salah karaoke ilegal adegan film polisi menggrebek tutup karaoke sarko agus lemu radia bagus marah bicara siti pandu karaoke siti paksa lakon profesi malam lunas hutang milik bagus siti kesal sarko karyawan karaoke unjuk kantor polisi sana siti temu gatot haydar saliz salah polisi tampan jaga unjuk siti gatot jatuh cinta libat hubung gelap teman teman pandu karaoke bujuk siti tinggal bagus meni gatot mapan siti frustrasi sang tagih utang pagi jangka 3 siti lunas hutang suami juta rupiah bagas malas ajar kali lawan perintah siti sarko undang siti karaoke sarko usaha sogok polisi layan karaoke gratis malam karaoke buka siti teman teman tugas pramuria goda polisi kecuali gatot hadir malam ruang karaoke siti frustrasi berat rokok minum bir mabuk siti kendali dekat gatot ruang karaoke sarko teman teman panas manasi situasi siti terima pinang gatot siti pojok situasi galau lepas kecewa dekam kamar mandi gatot masuk kamar mandi dua cium gatot susah siti siti gatot siti terima lamar siti putus bagus belit utang gatot uang bantu lunas utang siti mabuk berat diri paksa pulang bimbing teman siti jalan tatih tatih kamar suami bawa uang lunas hutang cerita cinta gatot dengar bagus pergi nada berat dengar siti marah film adegan siti pergi rumah jalan pantai subuh jalan ombak laut,Romantis
kali kisah kasih insan galih irwansyah ranti acha septriasa sebab kutu timpa desa korban jiwa raga kuat cinta,Romantis
cyntia warga amerika lsm asing wilayah pati blora jawa teliti masyarakat samin jahat kelas teri kabur penjara blora pilih kampung sembunyi,Drama
kabut sutra ungu cerita miranti jenny rachman suami pilot roy marten pakai kumis tempel gue lupa nama malam suami bilang miranti berangkat medan bilang asa buruk kali mesti terbang medan besok suami miranti tetep berangkat medan pesawat pilot suami miranti alami celaka suami miranti tinggal,Drama
rhoma irama sukses musikus dangdut adik deddy herrypenuh semangat latih ikut jejak sang kakak remaja lepas asmara kakak adik pacar gadis kembar ela eli orangtua ela eli jodoh salah anak kembar lelaki tolak cinta pasang dalam coba deddy orangtua eli pemuda eli deddy perhati herry gandeng eli deddy frustasi selesai berkat wibawa rhoma irama,Romantis
ahmad reza rahadian sosok pemuda kerja keras rajin mudah gaul libido tatkala saksi lawan jenis supir taksi puja wanita sungguh ahmad tunang raya rosnita putri gadis cantik hati begajulan sayang ahmad tolak cinta raya cari gadis kerja seks komersial nama kinar ratu felisha kinar terima cinta ahmad tantang ahmad bukti cinta kinar suruh raya hati ahmad cemburu sarah peran smitha anjani sarah diri ahmad tolak raya kinar ambisi jodoh ahmad raya,Romantis
anting wulan fitria anwar dampu awuk gito gilas pendekar raja galuh putra hilang,Drama
maira aldo nasib senang kayla anak bungsu yani bantu celaka tragis bawa nasib kayla bahagia maira ubah suram aldo tenggelam kerja 6 ulang kayla maira suara pintu buka malam tv rusak nyala suara anak ganggu sabrina boneka main favorit kayla salah elsa sahabat saran coba komunikasi kayla boneka sabrina media maira kesal percaya kayla ganggu aldo percaya maira kayla boneka sabrina coba komunikasi dengan maira bantu laras bagas paranormal laras buruk maira,Horor
master kung fu buru jahat bunuh ibu,Laga
kelompok pemuda teror hantu kejar ponsel putar nada dering misterius otomatis,Horor
tetangga curi bra pikir ajaib,Komedi
hanum acha septriasa rangga abimana aryasatya putus wina selesai kerja bos hanum misi capai temu harta misterius tinggal kelompok laut muslim cina layar benua amerika colombus hanum rangga terbang new york san francisco hanum azima hussein rianti cartwright bantu azima milik sumber temu bukti sadar buru harta karun kejar ketidakseimbangan musibah sisi azima putri sarah hussein hailey franco tuju ibu ira wibowo putus muslim sadar informasi pribadi hidup stefan nino fernandez janji patah hati telah jasmine hamil hannah al rashid buruk temu jebak pilih sulit jalan cahaya pisah temu makna jalan bentuk mukjizat tuhan,Laga
kisah sahabat wanita milik latar usia beda pribadi salah luka sedih tinggal tunang batal nikah teman,Komedi
kisah sultan agung mataram takhta hadap voc perang peristiwa sebab derita rakyat,Laga
sule kontrak detektif tugas jaga ekor tokek harga capai miliar rupiah ancam curi sibuk sule detektif ancam nyawa anak anak,Komedi
ambu misnah tinggal putri fatma tinggal rumah baduy cinta nico pemuda jakarta fatma milik anak nama nona fatma bawa nona baduy polemik keluarga muncul,Drama
sekolah tengah khusus siswa tuna netra siswa remaja hadir kelas tekun bidang seni jatuh cinta pandang hambat fisik,Drama
film superhero indonesia 1981 sutradara lilik sudijo film peran teddy purba ami prijono w mochtar film film superhero indonesia adaptasi komik,Laga
film wall cerita buat film vila tua takut sabrina nessa sadin tulis skenario gaya gothic coba tulis villa angker,Horor
ibrahim ustaz muda teguh temu janggal janggal hidup kampung tinggal hati benar musafir tua kelana desa desa tambah ilmu ajar hidup masyarakat layang layang putus sulaeman ustaz agama sepuh kampung hidup pengaruh bejat moral harun orang kaya kampung hidup judi buat homoseksual ajar agama sulaeman keras konservatif beda dekat ibrahim hadap ustaz tua sisi ibrahim hadap arsad pemuda berandal suka hadir ibrahim pergok arsad perkosa halimah gadis desa anggap jiwa sakit hadap istri harun jam jatuh cinta fitnah ibrahim titi rambut belah tujuh ibrahim hasil buka sadar hidup kampung arsad pergok duduk usaha perkosa gadis duduk marah ibrahim kena fitnah istri harun tuduh perkosa kerumun duduk hukum muncul sang musafir tua duduk salah film baik sutradara chaerul umam,Romantis
film cerita tanggal 30 september tumpas rakyat pki tentara indonesia suruh soeharto,Laga
kisah r tunanetra temu dunia cahaya kisah juang keras bantu anak temu gembira dunia vonis buta,Drama
deddy deddy corbuzier bunuh bayar gabung organisasi rahasia alami trauma dalam istri cinta bunuh putus henti kontrak selesai dunia hitam target volland volland humonggio mafia kejam milik adik wanita chika chika jessica proses samar deddy jatuh cinta chika kelam henti tugas hadap pilih sulit bunuh sasar hilang cinta baru putus henti risiko kasih habis organisasi,Laga
pintas rico keren gadis hati sopan gadis jatuh peluk hiperseks ganti teman tidur malam bunuh enas bunuh kuntilanak samar gadis cantik marsya kalong jakarta sambung hidup sengaja tempat kamar kos bekas rico ganggu ganggu gaib alam malam untung marsya kerja sekretaris raymond bos muda milik asisten mana andre dipungkiri raymond taruh hati marsya sayang tarik andre situasi tambah rumit akibat tubuh gadis arwah rico marsya hamil percaya cerita kelak terima marsya,Horor
nama cinta cerita satrio hidayat cok simbara cinta citra christine hakim cinta tolak citra satrio mapan citra meni triawan negara roy marten satrio triawan sukses bidang benci tumbuh turun anak anak satrio meni kartika tutie kirana milik anak laki laki aryan lukman sardi aditya tengku firmansyah abimanyu vino g bastian triawan citra milik anak rianti luna maya panji yama carlos banyu nino fernandez saskia acha septriasa dirga panji rahadi masalah timbul sasika abimanyu jatuh cinta musuh keluarga modal cinta juang tahan hubung rajut dua tahan yakin cinta juang orang tua,Romantis
stasiun tua unik deret kedai kedai unjung cundra tora sudiro eksekutif muda nayla luna maya manajer hotel temu salah kedai cundra duluan buka cakap ungkap nay milik tunang nama tyo tukul arwana usaha cundra nama tunang tika ria irawan desainer daun nyata dua bohong hidup temu janji temu kali dua putar otak rahasia bongkar hasil tutup ringkas nayla chundra cinta,Komedi
pemuda janji cewek tinggal pergi negeri pemuda ingkar janji,Horor
shelina acara indonesia salah firma hukum nama melbourne tangan bunuh usaha ekspatriat kaya australia sarawut tinggal rumah anak david racun istri sarawut leann w sangka shelina datang roh halus rumah roh halus tampak ganggu shelina paranoid depresi putus cerai suami suami simpan jakarta shelina percaya setan spiritual putus mamanggil paranormal usir roh halus hantu paranormal temu roh halus shelina pesan roh halus hubung erat shelina teka teki balik roh halus shelina hadap takut,Horor
tjoet nja dhien ambil alih pimpin suami teuku umar bunuh sergap hadir dhien karismatik daya tahan motivasi duduk gabung lanjut lawan belanda aceh 1896,Drama
enam buat film muda pergi rumah pencil film pendek horor ingat milik rumah milik jiwa,Horor
karina larasati istri sah danu himpitan ekonomi karina ajak meni danu meni larasati labrak danu karina rumah beli larasati amuk tenaga danu kuat larasati lempar timpa anak anak tinggal enas danu kubur larasati anak halaman rumah malam buta akibat kubur layak larasati anak bangkit juta balas dendam karinia tinggal danu karina datang larasati wujud kuntilanak cantik larasati paksa karina meni kali aneh meni resmi laki laki suami karina korban tinggal karina ritual ritual aneh awet roh larasati karina tolak larasati ancam bunuh shendy anak karina satu danu karina kali meni tinggal tinggal korban tugas karina selesai,Horor
sekuel keri hantu jelangkung indonesia cerita rea gaya gothic pacar zacky main jenis main panggil roh jelangkung teman teman teman teman rea nama visi dudung unay tentang ide rea ingat risiko panggil roh rea peduli kakak zacky zul pikir buruk main jelangkung rea reaksi pergi ambisi main jelangkung patah tahu main mimpi buruk malam rea main jelangkung saksi teman teman rugi roh jahat beda rea usaha cari pecah kutu saudara zacky zul dengar takut rugi roh putus bantu rekan marcel bawa dukun nama sakimin bantu kelompok situasi kelompok film jelangkung dukun marah sadar kontak makhluk sisi roh turah roh film dukun sadar korban film ambil boneka jelangkung tembabnya kubur desa angkerbatu ribut ribut dukun suruh pergi angker batu ambil boneka jelangkung tikam tahun korban film habis berangkat kota kota jakarta angker batu eksotis jalan kagum peristiwa keri takut terima visualisasi gambar hantu takut ambil boneka jelangkung jakarta risiko hantu hilang buruk takut dukun dukun sentuh roh roh dukun pergi desa parang getih temu nama tiroh buka rahasia jelangkung jalan parang getih paksa lewat aneh penuh kisah kisah hantu terima visualisasi hantu kabul pesan roh,Horor
ranti galih desa beda jatuh cinta rencana meni duduk desa larang cinta percaya desa satu nikah malapetaka timpa,Drama
indi velove vexia gadis periang dunia ubah total diagnosis idap sakit skoliosis bangku smp kondisi sehat kena besi sangga tubuh brace 23 jam masuk sma libur jakarta indi nal mika vino g bastian temu duga teman mika cuek seru berani pandang hidup santai positif perlahan bantu indi gadis periang berani lawan sakit mika indi bahagia amat sakit idap indi cakup mika ibu donna harun ibu suka mika tua tato hubung mika rahasia idap sakit aids muncul kondisi mika lemah lalu ungkap indi iszur muchtar teman teman indi mika lalu indah mika indi mati sahabat framly nainggolan mika mundur tinggal indi penuh mika indi sakit balik sedih indi tinggal mika mika buat hidup usaha kalah kondisi sehat,Drama
ira profesi model kelly rekan kelas anak prestasi kali ira nilai kelly kelly terima tuduh ira contek ira sangkal kelly tantang ira ira kalah uas kelly ira contek ira terima tantang teman teman ragu ragu ira cari kalah kelly ira coba dekat aldo sepupu kelly langgan juara kelas aldo pintar teman aldo anggap aneh teman teman ira aldo ajar aldo serah ajar ira syarat jadwal ajar ganggu jadwal modeling ira tuju nyata pontang panting sesuai jadwal taktik hasil ira tahu bohong aldo alin model koordinator ira patuh isi kontrak kena penalti aldo bohong ajar ira ira juang menang taruh kelly,Romantis
kartini jajang c noer dokter kandung usia 45 lalu kelam jebak hidup cinta 6 orang pasien wanita kelam bahagia bahagia nasib juang perempuan juang korban,Romantis
selesai misi tragis hilang anggota kelompok setia kelompok uji mundur pimpin amir lukman sardi angkat darat pimpin rundung sedih hilang kadet bawa dendam jalan misi bal dayan bisu rifnu wikana tinggal balas dendam belanda kirim bal bunuh kolonel raymer michael bell aktor bakat inggris tinggal april bunuh rumah tangga tomas donny alamsyah trilogi tomas pilih pimpin kelompok kadet hadap meriam kapal perang belanda marius playboy minum darius sinathrya atas takut saing tomas rebut senja gadis darah biru rahayu saraswati sampa bal kelompok taruna selamat dayu ranggani puspandya kejam kelompok milisi knil kolonel raymer salah kelompok kadet mati hilang sahabat juang hidup mati kelompok kadet temu pimpin berontak tanah wayan suta nugie tomas tabrak pimpin amir lukman sardi rencana serang lawan milisi raymer timbul revolusi hancur jahat tahan idealisme,Laga
cahyo cowok ganteng yogja chef jakarta anak pasang fadholi munawaroh rumah tangga muslim taat ibadah cahyo usaha lepas sedih tinggal selingkuh sang kasih mitha ana gadis padang perempuan paras indonesia mahasiswa jurus seni tari tinggal om tante jakarta rumah tangga ana anut katolik taat cahyo ana temu tunjuk tari kontemporer jakarta pacu memutuskancaran beda yakin serius lanjut hubung jenjang nikah ana cahyo ajak konsultasi orangtuanya cahyo paham cinta anak fadholi fadholi restu cahyo cahyo paksa fadholi pilih putus ikat keluarga mudah cahyo ana jalan cinta beda yakin ana berat pilih putri kakak kakak ana om tante tinggal yakin ana paksa ana ikut mau ana pilih padang terima jodoh dokter oka lelaki pilih ibu iman coba tutup hati cahyo cahyo lewat buruk hidup cahyo simpul ana beda mitha lari peluk laki laki padang ana usaha cinta oka oka usaha bantu cinta cahyo nikah gereja oka tahan perhati ana nang oka ambil bijak suruh ana cahyo,Romantis
